
set_id,question_number,question,option_a,option_b,option_c,option_d,correct,explanation,domain,objective,difficulty
Set02,50,What Azure service category includes fully managed software like Microsoft 365 that users access via a web browser?,Infrastructure as a Service (IaaS),Platform as a Service (PaaS),Software as a Service (SaaS),Serverless computing,C,SaaS delivers fully managed applications over the internet; users simply consume the application without managing infrastructure.,Describe cloud concepts,Describe software as a service (SaaS),easy
Set03,1,A startup has unpredictable compute usage and wants to avoid upfront costs. Which pricing model should they use?,Reserved instances,Consumption‑based pay‑as‑you‑go,Fixed monthly subscription,CapEx expenditure model,B,"Pay‑as‑you‑go (consumption‑based) charges only for resources used, making it ideal for unpredictable workloads.",Describe cloud concepts,Describe the consumption‑based model,easy
Set03,2,Which service connects on‑premises networks to Azure over the public internet using a secure tunnel?,Azure DNS,Azure VPN Gateway,Azure ExpressRoute,Azure Bastion,B,VPN Gateway provides site‑to‑site and point‑to‑site VPN connections over the internet.,Describe Azure architecture and services,Describe virtual networking,medium
Set03,3,Conditional Access policies in Microsoft Entra ID are primarily used to:,Encrypt data at rest,Define multi‑factor authentication methods,"Control access based on conditions such as user, device, and location",Provide single sign‑on across SaaS apps,C,"Conditional Access evaluates signals like user risk, location, and device state to enforce access policies.",Describe Azure architecture and services,Describe Microsoft Entra Conditional Access,medium
Set03,4,Which cloud deployment model is ideal for companies that must keep sensitive workloads on‑premises but want to burst into Azure for extra capacity?,Public cloud,Private cloud,Hybrid cloud,Community cloud,C,"A hybrid cloud combines on‑premises and public cloud resources, enabling workloads to extend into Azure when needed.",Describe cloud concepts,Define cloud models and identify appropriate use cases,medium
Set03,5,You need to synchronize on‑premises files with Azure Files for distributed access. Which tool should you use?,Azure File Sync,Azure Migrate,AzCopy,Azure Data Box,A,"Azure File Sync caches Azure Files on‑premises and syncs changes, enabling centralized storage with local performance.",Describe Azure architecture and services,Identify options for moving files,medium
Set03,6,Which factor has the greatest impact on the cost of a virtual machine in Azure?,The geographic region where it is deployed,The resource group name,The management group hierarchy,The number of tags applied,A,VM pricing varies by region; other factors such as resource groups and tags do not directly affect VM cost.,Describe Azure management and governance,Describe factors that can affect costs in Azure,medium
Set03,7,Which use case is most appropriate for SaaS rather than PaaS or IaaS?,Developing a custom web application,Deploying a lift‑and‑shift VM,Using a hosted email platform like Exchange Online,Running a containerized microservice,C,Hosted email is a complete software solution delivered as SaaS; users need not manage infrastructure or platform.,Describe cloud concepts,Identify use cases for SaaS,easy
Set03,8,"Which authentication method requires users to provide a second factor, such as a code or biometric, in addition to a password?",Single sign‑on (SSO),Multi‑factor authentication (MFA),Passwordless authentication,Anonymous access,B,"MFA requires two or more factors for authentication, improving security.",Describe Azure architecture and services,Describe authentication methods,easy
Set03,9,What is a key benefit of serverless architectures compared to deploying VMs?,You manage the guest operating system,You provision capacity in advance,You pay only for code execution time,You must choose specific VM sizes,C,"With serverless, you don’t manage servers and are billed for actual execution time.",Describe cloud concepts,Describe serverless computing,medium
Set03,10,Your team wants to run event‑driven code without managing any servers and only pay when code runs. Which option is best?,Azure Virtual Machines,Azure Kubernetes Service,Azure Functions,Azure SQL Managed Instance,C,Azure Functions is a serverless service where you pay per execution and don’t manage underlying servers.,Describe cloud concepts,Describe serverless computing,easy
Set03,11,You plan to host a website using .NET in Azure with built‑in scaling and a managed runtime. Which option is best?,Azure Virtual Machines,Azure App Service,Azure Container Registry,Azure Kubernetes Service,B,App Service is a PaaS offering for hosting web apps with automatic scaling and managed infrastructure.,Describe Azure architecture and services,Describe application hosting options,easy
Set03,12,Which Azure concept groups resources together for unified management and life‑cycle control?,Management group,Subscription,Resource group,Availability zone,C,"Resource groups organize resources for deployment, monitoring, and lifecycle management.",Describe Azure architecture and services,Describe Azure resources and resource groups,easy
