set_id,question_id,domain,objective,difficulty,type,question,option_a,option_b,option_c,option_d,option_e,option_f,correct,explanation,image_url,tags
Set03,Set03-Q028,Azure management & governance,Governance & identity mixed,easy,multi,Select all true statements about Azure governance and identity (choose two).,RBAC controls who can do what on a resource.,Azure Policy grants user permissions.,Microsoft Sentinel is a SIEM/SOAR.,None of the above,,,A;C,RBAC=who can do what; Policy=compliance; MGs above subscriptions; Tags/Locks/Cost tools behave as described.,,governance;identity
Set03,Set03-Q029,Azure management & governance,Identity & access,easy,single,The Microsoft cloud identity service for SSO and MFA is called:,Microsoft Entra ID,AD DS (on VMs),Kerberos,Local Accounts,,,A,Microsoft Entra ID (formerly Azure AD) provides SSO/MFA/Conditional Access.,,identity;entra
Set03,Set03-Q030,Azure management & governance,Identity & access,hard,single,Which controls who can do what on an Azure resource?,Azure RBAC,Azure Policy,Tags,Management Groups,,,A,RBAC defines roles/permissions for identities on resources.,,rbac
Set03,Set03-Q031,Azure management & governance,Governance & compliance,easy,single,Which enforces what can be deployed or how resources must be configured?,Azure Policy,Azure RBAC,Resource groups,Tags,,,A,Policy evaluates resource compliance and can deny noncompliant deployments.,,policy
Set03,Set03-Q032,Azure management & governance,Resource organization,easy,single,Best description of a Resource Group:,Logical container for resources with a lifecycle,A network isolation boundary,An Azure AD tenant,A billing account,,,A,Resource groups group related resources for deployment and lifecycle.,,resource-group
Set03,Set03-Q033,Azure management & governance,Resource organization,medium,single,What sits above subscriptions to apply policy at scale across many subscriptions?,Management Groups,Resource Groups,Tags,Resource Locks,,,A,Management Groups organize subscriptions and allow policy/RBAC inheritance.,,management-groups
Set03,Set03-Q034,Azure management & governance,Cost management,easy,single,Alert when monthly spend crosses thresholds:,Cost Management Budgets,Pricing Calculator,TCO Calculator,Azure Advisor,,,A,Budgets send alerts when spending exceeds thresholds.,,cost;budgets
Set03,Set03-Q035,Azure management & governance,Cost management,easy,single,Tool to compare running workloads in Azure vs on-prem:,TCO Calculator,Pricing Calculator,Cost Analysis,Azure Advisor,,,A,TCO Calculator estimates total cost of ownership migration impact.,,tco
Set03,Set03-Q036,Azure management & governance,Cost management,medium,single,Which option can reduce compute costs for 1–3 year commitments?,Reservations / Savings plans,DDoS Protection,NSGs,Availability Sets,,,A,Reservations & Savings Plans discount long-term usage.,,cost;reservations
Set03,Set03-Q037,Azure management & governance,Security,easy,single,Azure service that provides CSPM and workload protection with security recommendations:,Microsoft Defender for Cloud,Azure Firewall,NSGs,Azure Advisor,,,A,Defender for Cloud assesses posture and protections.,,security;defender
Set03,Set03-Q038,Azure management & governance,Security,easy,single,"Centralized secrets management (keys, secrets, certs) service:",Azure Key Vault,Azure Storage,Microsoft Entra ID,Azure Policy,,,A,"Key Vault secures keys, secrets, and certificates.",,security;key-vault
Set03,Set03-Q039,Azure management & governance,Security,medium,single,SIEM/SOAR solution on Azure for threat detection and response:,Microsoft Sentinel,Microsoft Defender for Cloud,Azure Monitor,Azure Firewall,,,A,Microsoft Sentinel is a cloud-native SIEM/SOAR.,,security;sentinel
Set03,Set03-Q040,Azure management & governance,Governance & identity mixed,hard,multi,Select all true statements about Azure governance and identity (choose two).,Cost Management Budgets alert on spend thresholds.,NSGs manage user identities.,Microsoft Defender for Cloud provides security posture mgmt.,None of the above,,,A;C,RBAC=who can do what; Policy=compliance; MGs above subscriptions; Tags/Locks/Cost tools behave as described.,,governance;identity
Set04,Set04-Q001,Cloud concepts,Describe cloud benefits,easy,single,Moving to Azure typically shifts spending from what to what?,CapEx to OpEx,OpEx to CapEx,Fixed to Sunk,Variable to Fixed,,,A,"Cloud is consumption-based, usually OpEx instead of CapEx.",,benefits;pricing
Set04,Set04-Q002,Cloud concepts,Describe cloud benefits,easy,single,Which benefit means apps can handle spikes in load automatically?,Elasticity,Agility,Fault tolerance,Governance,,,A,Elasticity lets resources scale up/down automatically.,,benefits;elasticity
Set04,Set04-Q003,Cloud concepts,Shared responsibility,medium,single,"In a PaaS database, which is the customer's responsibility?",Data classification & access,OS patching,Physical security,Hypervisor patching,,,A,Provider manages platform; you manage data and identities.,,security;responsibility
Set04,Set04-Q004,Cloud concepts,Cloud types,easy,single,You need to keep some workloads on-prem but burst to Azure during peaks. Which model?,Hybrid cloud,Public cloud,Private cloud,Community cloud,,,A,Hybrid combines on-prem and public cloud and allows bursting.,,hybrid
Set04,Set04-Q005,Cloud concepts,Cloud concepts mixed,easy,multi,Select all true statements about cloud concepts (choose two).,Public cloud provides logical tenant isolation.,Scale up means adding more instances.,Elasticity means automatic scaling based on demand.,All of the above,,,A;C,Elasticity/agility/hybrid etc. are true; the false statement contradicts cloud models.,,cloud;concepts
Set04,Set04-Q006,Cloud concepts,Pricing & tools,medium,single,Which tool estimates monthly Azure costs before deployment?,Pricing Calculator,Cost Analysis,Budgets,Azure Advisor,,,A,Pricing Calculator is used pre-deployment for estimates.,,pricing
Set04,Set04-Q007,Cloud concepts,Reliability & resiliency,easy,single,"To increase resiliency within a region against datacenter failure, use:",Availability Zones,Resource groups,Tags,RBAC,,,A,Availability Zones are independent datacenters within a region.,,resiliency;az
Set04,Set04-Q008,Cloud concepts,Cloud concepts mixed,easy,multi,Select all true statements about cloud concepts (choose two).,Cloud agility helps teams release features faster.,Availability Zones are the same as regions.,"In PaaS, providers manage the runtime and OS.",All of the above,,,A;C,Elasticity/agility/hybrid etc. are true; the false statement contradicts cloud models.,,cloud;concepts
Set04,Set04-Q009,Cloud concepts,Cloud concepts mixed,medium,multi,Select all true statements about cloud concepts (choose two).,Economies of scale reduce per-unit costs.,CapEx is pay-as-you-go.,Cloud agility helps teams release features faster.,All of the above,,,A;C,Elasticity/agility/hybrid etc. are true; the false statement contradicts cloud models.,,cloud;concepts
Set04,Set04-Q010,Cloud concepts,Scalability,hard,single,Scale out refers to — pick the best option:,Adding more instances,Increasing the size of one instance,Reducing SLA,Adding more regions,,,A,Scale out adds instances; scale up adds CPU/RAM to one instance.,,scaling
Set04,Set04-Q011,Cloud concepts,SLA,easy,single,Which is true about Azure SLAs? — choose the best.,Combined SLAs multiply to an overall SLA,All services have 100% SLA,Preview services have the same SLA,Architecture doesn’t affect SLA,,,A,End-to-end SLA depends on the combination of services you design.,,sla
Set04,Set04-Q012,Azure architecture & services,Compute options,medium,single,Best fit for event-driven code with per-execution billing (no servers to manage):,Azure Functions,Azure Virtual Machines,Azure Kubernetes Service,VM Scale Sets,,,A,Functions are serverless and billed per execution.,,compute;functions
Set04,Set04-Q013,Azure architecture & services,Compute options,easy,single,You need OS-level control and custom software. Choose:,Azure Virtual Machines,Azure Functions,Azure App Service,Azure Container Instances,,,A,VMs provide full OS control.,,compute;iaas
Set04,Set04-Q014,Azure architecture & services,Containers,easy,single,Run many containers with automatic orchestration and scaling:,Azure Kubernetes Service,Azure Functions,Azure Batch,Azure Container Registry,,,A,AKS manages container orchestration using Kubernetes.,,containers;aks
Set04,Set04-Q015,Azure architecture & services,Containers,medium,single,Quickly run a single container without managing servers:,Azure Container Instances,Azure Kubernetes Service,Azure App Service,Azure VMs,,,A,ACI runs containers on-demand without orchestration.,,containers;aci
Set04,Set04-Q016,Azure architecture & services,Web hosting,easy,single,Managed platform for hosting web apps with built-in scaling and CI/CD:,Azure App Service,VM Scale Sets,Azure Batch,Azure Arc,,,A,App Service is PaaS for web and APIs.,,app-service
Set04,Set04-Q017,Azure architecture & services,Storage,easy,single,Service for storing unstructured data like images and PDFs:,Azure Blob Storage,Azure Files,Azure Disks,Azure Queue Storage,,,A,Blob Storage is object/unstructured storage.,,storage;blob
Set04,Set04-Q018,Azure architecture & services,Storage,medium,single,SMB-based shared storage for lift-and-shift of on-prem file shares:,Azure Files,Azure Blob Storage,Azure Queue Storage,Azure Table Storage,,,A,Azure Files provides SMB shares accessible from VMs and on-prem.,,storage;files
Set04,Set04-Q019,Azure architecture & services,Storage redundancy,easy,single,Cheapest redundancy within a single datacenter:,LRS,ZRS,GRS,RA-GRS,,,A,LRS keeps three copies in one datacenter.,,redundancy;lrs
Set04,Set04-Q020,Azure architecture & services,Storage redundancy,hard,single,High availability across multiple datacenters in a region:,ZRS,LRS,GRS,RA-GRS,,,A,ZRS replicates across availability zones.,,redundancy;zrs
Set04,Set04-Q021,Azure architecture & services,Storage redundancy,medium,single,Geographic disaster recovery across paired regions (read access optional):,GRS/RA-GRS,LRS,ZRS,GZRS,,,A,GRS replicates to a paired region; RA-GRS adds read access.,,redundancy;grs
Set04,Set04-Q022,Azure architecture & services,Databases,easy,single,Fully managed relational database service in Azure:,Azure SQL Database,Azure Cosmos DB,Azure Storage Tables,Azure Databricks,,,A,Azure SQL Database is PaaS for relational workloads.,,database;sql
Set04,Set04-Q023,Azure architecture & services,Databases,easy,single,"Globally distributed, multi-model NoSQL database:",Azure Cosmos DB,Azure SQL Database,Azure Database for MySQL,Azure Cache for Redis,,,A,Cosmos DB offers low latency and global distribution.,,database;cosmos
Set04,Set04-Q024,Azure architecture & services,Networking,medium,single,Connect on-premises to Azure over the public internet with encryption:,Site-to-Site VPN,ExpressRoute,VNet Peering,Private Link,,,A,S2S VPN uses IPSec tunnels over the internet.,,network;vpn
Set04,Set04-Q025,Azure architecture & services,Networking,easy,single,Private dedicated connection with predictable latency and higher throughput:,ExpressRoute,Site-to-Site VPN,Application Gateway,Azure Bastion,,,A,ExpressRoute provides private connectivity to Azure.,,network;expressroute
Set04,Set04-Q026,Azure architecture & services,Networking,easy,single,Filter inbound/outbound traffic at subnet/NIC level:,Network Security Groups,Azure Firewall,Azure Front Door,Traffic Manager,,,A,NSGs allow/deny traffic using rules.,,network;nsg
Set04,Set04-Q027,Azure management & governance,Identity & access,medium,single,The Microsoft cloud identity service for SSO and MFA is called:,Microsoft Entra ID,AD DS (on VMs),Kerberos,Local Accounts,,,A,Microsoft Entra ID (formerly Azure AD) provides SSO/MFA/Conditional Access.,,identity;entra
